Duration,Start date,Start Station,Start terminal,End date,End Station,End terminal,Bike#,Subscriber Type
0h 21m 21s,6/30/2014 18:56,Columbia Pike & S Courthouse Rd,31053,6/30/2014 19:17,Central Library / N Quincy St & 10th St N,31025,W20986,Registered
0h 11m 20s,6/30/2014 18:56,Jefferson Memorial,31249,6/30/2014 19:07,12th & Army Navy Dr,31008,W00779,Registered
0h 24m 51s,6/30/2014 18:56,Kennedy Center,31211,6/30/2014 19:21,North Capitol St & F St NW,31624,W21182,Registered
0h 14m 56s,6/30/2014 18:56,24th & N St NW,31255,6/30/2014 19:11,14th & Harvard St NW,31105,W21057,Registered
0h 29m 24s,6/30/2014 18:56,14th & G St NW,31238,6/30/2014 19:25,Lamont & Mt Pleasant NW,31107,W21020,Registered
0h 17m 17s,6/30/2014 18:56,21st & I St NW,31205,6/30/2014 19:13,13th & U St NW,31268,W20056,Registered
0h 6m 24s,6/30/2014 18:56,Calvert & Biltmore St NW,31106,6/30/2014 19:02,14th & Harvard St NW,31105,W20983,Registered
0h 5m 24s,6/30/2014 18:56,Lamont & Mt Pleasant NW,31107,6/30/2014 19:01,Park Rd & Holmead Pl NW,31602,W20393,Registered
0h 13m 30s,6/30/2014 18:56,Massachusetts Ave & Dupont Circle NW,31200,6/30/2014 19:10,Florida Ave & R St NW,31503,W20554,Registered
0h 10m 44s,6/30/2014 18:56,3rd & H St NE,31616,6/30/2014 19:07,8th & D St NW,31270,W00469,Registered
0h 19m 12s,6/30/2014 18:56,37th & O St NW / Georgetown University,31236,6/30/2014 19:15,New Jersey Ave & R St NW,31509,W21548,Registered
0h 10m 42s,6/30/2014 18:56,New Jersey Ave & R St NW,31509,6/30/2014 19:07,Massachusetts Ave & Dupont Circle NW,31200,W20866,Registered
0h 4m 19s,6/30/2014 18:56,Metro Center / 12th & G St NW,31230,6/30/2014 19:01,11th & M St NW,31266,W20294,Registered
1h 1m 4s,6/30/2014 18:56,Crystal City Metro / 18th & Bell St,31007,6/30/2014 19:58,Crystal City Metro / 18th & Bell St,31007,W21204,Casual
0h 3m 7s,6/30/2014 18:57,Rhode Island Ave Metro,31516,6/30/2014 19:00,4th St & Rhode Island Ave NE,31500,W00422,Registered
0h 4m 12s,6/30/2014 18:57,21st & I St NW,31205,6/30/2014 19:01,20th & O St NW / Dupont South,31234,W20274,Registered
0h 17m 2s,6/30/2014 18:57,21st & M St NW,31212,6/30/2014 19:14,36th & Calvert St NW / Glover Park,31304,W00042,Registered
0h 4m 14s,6/30/2014 18:57,6th & H St NE,31615,6/30/2014 19:01,North Capitol St & G Pl NE,31637,W01135,Registered
0h 12m 14s,6/30/2014 18:57,39th & Calvert St NW / Stoddert,31306,6/30/2014 19:09,Connecticut Ave & Tilden St NW,31313,W00537,Registered
0h 4m 50s,6/30/2014 18:57,Ripley & Bonifant St,32034,6/30/2014 19:02,Fenton St & Gist Ave,32024,W20906,Registered
0h 9m 0s,6/30/2014 18:57,15th & P St NW,31201,6/30/2014 19:06,14th & Belmont St NW,31119,W20992,Registered
0h 10m 10s,6/30/2014 18:57,15th & P St NW,31201,6/30/2014 19:07,Park Rd & Holmead Pl NW,31602,W01440,Registered
0h 17m 2s,6/30/2014 18:57,21st & M St NW,31212,6/30/2014 19:14,6th St & Indiana Ave NW,31264,W20168,Registered
0h 0m 16s,6/30/2014 18:57,14th & Belmont St NW,31119,6/30/2014 18:57,14th & Belmont St NW,31119,W20017,Registered
0h 8m 56s,6/30/2014 18:57,17th & Corcoran St NW,31214,6/30/2014 19:06,7th & R St NW / Shaw Library,31245,W20533,Registered
0h 17m 8s,6/30/2014 18:57,22nd & I St NW / Foggy Bottom,31257,6/30/2014 19:14,3rd & Elm St NW,31118,W00183,Casual
0h 21m 51s,6/30/2014 18:57,Jefferson Memorial,31249,6/30/2014 19:19,8th & Eye St SE / Barracks Row,31608,W00155,Registered
0h 30m 40s,6/30/2014 18:57,Smithsonian / Jefferson Dr & 12th St SW,31248,6/30/2014 19:28,Lincoln Memorial,31258,W20898,Casual
0h 19m 2s,6/30/2014 18:57,14th & G St NW,31238,6/30/2014 19:16,16th & Harvard St NW,31103,W01269,Registered
0h 3m 13s,6/30/2014 18:57,Van Ness Metro / UDC,31300,6/30/2014 19:00,Connecticut Ave & Tilden St NW,31313,W20436,Registered
0h 11m 46s,6/30/2014 18:57,Metro Center / 12th & G St NW,31230,6/30/2014 19:09,Washington & Independence Ave SW/HHS,31272,W00334,Registered
0h 31m 27s,6/30/2014 18:57,Metro Center / 12th & G St NW,31230,6/30/2014 19:29,5th & Kennedy St NW,31403,W01134,Casual
0h 17m 25s,6/30/2014 18:58,Massachusetts Ave & Dupont Circle NW,31200,6/30/2014 19:15,11th & Kenyon St NW,31102,W00985,Casual
0h 4m 38s,6/30/2014 18:58,King St & Patrick St,31044,6/30/2014 19:02,King St Metro,31048,W00054,Registered
0h 4m 28s,6/30/2014 18:58,Commerce St & Fayette St,31045,6/30/2014 19:02,King St Metro,31048,W20166,Registered
0h 11m 2s,6/30/2014 18:58,15th St & Massachusetts Ave SE,31626,6/30/2014 19:09,1st & N St  SE,31209,W00291,Registered
0h 3m 42s,6/30/2014 18:58,26th & S Clark St,31012,6/30/2014 19:01,Crystal City Metro / 18th & Bell St,31007,W20626,Registered
0h 12m 17s,6/30/2014 18:58,22nd & I St NW / Foggy Bottom,31257,6/30/2014 19:10,Thomas Circle,31241,W20476,Registered
0h 3m 56s,6/30/2014 18:58,26th & S Clark St,31012,6/30/2014 19:02,18th & Eads St.,31001,W21311,Registered
0h 6m 33s,6/30/2014 18:58,10th & E St NW,31256,6/30/2014 19:04,3rd & H St NW,31604,W00869,Registered
0h 19m 31s,6/30/2014 18:58,North Capitol St & G Pl NE,31637,6/30/2014 19:17,14th & D St SE,31607,W20993,Registered
0h 11m 9s,6/30/2014 18:58,21st & I St NW,31205,6/30/2014 19:09,17th & Rhode Island Ave NW,31239,W21181,Registered
0h 41m 31s,6/30/2014 18:58,Georgetown Harbor / 30th St NW,31215,6/30/2014 19:39,River Rd & Landy Ln,32046,W21323,Registered
0h 4m 18s,6/30/2014 18:58,11th & K St NW,31263,6/30/2014 19:02,5th St & Massachusetts Ave NW,31265,W01487,Registered
0h 14m 30s,6/30/2014 18:58,21st & I St NW,31205,6/30/2014 19:12,24th & N St NW,31255,W00748,Registered
0h 2m 51s,6/30/2014 18:58,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,31015,6/30/2014 19:01,Iwo Jima Memorial/N Meade & 14th St N,31077,W21276,Registered
0h 2m 24s,6/30/2014 18:58,15th & P St NW,31201,6/30/2014 19:00,17th & Corcoran St NW,31214,W21094,Registered
0h 18m 39s,6/30/2014 18:58,14th & Harvard St NW,31105,6/30/2014 19:17,8th & H St NW,31228,W20883,Registered
0h 7m 17s,6/30/2014 18:58,Saint Asaph St & Pendleton  St,31043,6/30/2014 19:05,Braddock Rd Metro,31047,W20595,Registered
0h 4m 23s,6/30/2014 18:58,Fairfax Dr & Kenmore St,31040,6/30/2014 19:02,Utah St & 11th St N ,31049,W20050,Registered
0h 0m 2s,6/30/2014 18:58,7th & R St NW / Shaw Library,31245,6/30/2014 18:58,7th & R St NW / Shaw Library,31245,W00600,Registered
0h 26m 14s,6/30/2014 18:58,Fallsgrove Blvd & Fallsgrove Dr,32004,6/30/2014 19:24,Rockville Metro West,32047,W21117,Registered
0h 5m 18s,6/30/2014 18:58,Braddock Rd Metro,31047,6/30/2014 19:03,Saint Asaph St & Pendleton  St,31043,W21252,Registered
0h 14m 41s,6/30/2014 18:58,7th & R St NW / Shaw Library,31245,6/30/2014 19:13,13th & U St NW,31268,W00600,Registered
0h 6m 49s,6/30/2014 18:58,14th & R St NW,31202,6/30/2014 19:05,Convention Center / 7th & M St NW,31223,W21371,Registered
0h 3m 58s,6/30/2014 18:58,Tenleytown / Wisconsin Ave & Albemarle St NW,31303,6/30/2014 19:02,Connecticut & Nebraska Ave NW,31310,W00606,Registered
0h 16m 53s,6/30/2014 18:58,8th & D St NW,31270,6/30/2014 19:15,M St & Pennsylvania Ave NW,31246,W21121,Registered
0h 5m 55s,6/30/2014 18:58,14th & R St NW,31202,6/30/2014 19:04,Massachusetts Ave & Dupont Circle NW,31200,W00573,Registered
0h 5m 52s,6/30/2014 18:59,17th St & Massachusetts Ave NW,31267,6/30/2014 19:04,18th St & Wyoming Ave NW,31114,W20204,Registered
0h 13m 42s,6/30/2014 18:59,20th & L St NW,31250,6/30/2014 19:12,Harvard St & Adams Mill Rd NW,31112,W00156,Registered
0h 2m 28s,6/30/2014 18:59,7th & F St NW / National Portrait Gallery,31232,6/30/2014 19:01,6th St & Indiana Ave NW,31264,W00654,Registered
0h 18m 42s,6/30/2014 18:59,M St & Pennsylvania Ave NW,31246,6/30/2014 19:17,16th & Harvard St NW,31103,W01359,Registered
0h 13m 12s,6/30/2014 18:59,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,6/30/2014 19:12,7th & F St NW / National Portrait Gallery,31232,W20413,Registered
0h 3m 35s,6/30/2014 18:59,21st & M St NW,31212,6/30/2014 19:03,21st & M St NW,31212,W00854,Registered
0h 20m 2s,6/30/2014 18:59,21st & I St NW,31205,6/30/2014 19:19,14th & Harvard St NW,31105,W20576,Registered
0h 21m 38s,6/30/2014 18:59,21st & M St NW,31212,6/30/2014 19:21,36th & Calvert St NW / Glover Park,31304,W00841,Registered
0h 4m 15s,6/30/2014 18:59,3rd & Elm St NW,31118,6/30/2014 19:04,7th & T St NW,31109,W00894,Registered
0h 12m 41s,6/30/2014 19:00,D St & Maryland Ave NE,31612,6/30/2014 19:12,3rd & Tingey St SE,31634,W20521,Registered
0h 6m 29s,6/30/2014 19:00,15th St & Massachusetts Ave SE,31626,6/30/2014 19:06,D St & Maryland Ave NE,31612,W01437,Registered
0h 12m 41s,6/30/2014 19:00,D St & Maryland Ave NE,31612,6/30/2014 19:12,3rd & Tingey St SE,31634,W20082,Registered
0h 10m 4s,6/30/2014 19:00,Virginia Square Metro / N Monroe St & 9th St N,31024,6/30/2014 19:10,Thomas Jefferson Cmty Ctr / 2nd St S & Ivy,31074,W20923,Registered
0h 24m 40s,6/30/2014 19:00,17th & K St NW / Farragut Square,31233,6/30/2014 19:24,14th & Upshur St NW,31406,W21710,Registered
0h 15m 26s,6/30/2014 19:00,15th & K St NW,31254,6/30/2014 19:15,18th St & Wyoming Ave NW,31114,W01021,Registered
0h 3m 43s,6/30/2014 19:00,7th & R St NW / Shaw Library,31245,6/30/2014 19:04,Convention Center / 7th & M St NW,31223,W20048,Casual
0h 25m 40s,6/30/2014 19:00,22nd & I St NW / Foggy Bottom,31257,6/30/2014 19:26,Bladensburg Rd & Benning Rd NE,31617,W20452,Registered
0h 14m 25s,6/30/2014 19:00,Adams Mill & Columbia Rd NW,31104,6/30/2014 19:15,13th & U St NW,31268,W21462,Registered
0h 7m 32s,6/30/2014 19:00,14th & G St NW,31238,6/30/2014 19:08,5th & K St NW,31600,W20721,Registered
0h 15m 27s,6/30/2014 19:01,Massachusetts Ave & Dupont Circle NW,31200,6/30/2014 19:16,1st & Rhode Island Ave NW,31506,W21096,Registered
0h 21m 0s,6/30/2014 19:01,10th & E St NW,31256,6/30/2014 19:22,18th St & Wyoming Ave NW,31114,W01284,Registered
0h 4m 11s,6/30/2014 19:01,24th & N St NW,31255,6/30/2014 19:05,Massachusetts Ave & Dupont Circle NW,31200,W01457,Registered
0h 54m 15s,6/30/2014 19:01,Georgia Ave & Spring St,32035,6/30/2014 19:55,Georgia Ave & Spring St,32035,W00050,Registered
0h 13m 24s,6/30/2014 19:01,13th St & New York Ave NW,31227,6/30/2014 19:14,25th St & Pennsylvania Ave NW,31237,W20363,Registered
0h 13m 54s,6/30/2014 19:01,14th & Rhode Island Ave NW,31203,6/30/2014 19:15,Columbia Rd & Georgia Ave NW,31115,W00936,Registered
0h 12m 57s,6/30/2014 19:01,M St & Delaware Ave NE,31627,6/30/2014 19:14,13th & H St NE,31611,W00994,Registered
0h 14m 44s,6/30/2014 19:01,M St & Delaware Ave NE,31627,6/30/2014 19:16,7th & T St NW,31109,W21375,Registered
0h 4m 7s,6/30/2014 19:01,California St & Florida Ave NW,31116,6/30/2014 19:05,14th & V St NW,31101,W01393,Registered
0h 23m 5s,6/30/2014 19:01,M St & Pennsylvania Ave NW,31246,6/30/2014 19:24,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,31015,W20720,Casual
0h 5m 1s,6/30/2014 19:01,Massachusetts Ave & Dupont Circle NW,31200,6/30/2014 19:06,Thomas Circle,31241,W21580,Registered
0h 5m 50s,6/30/2014 19:01,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,6/30/2014 19:07,Potomac & Pennsylvania Ave SE,31606,W01044,Registered
0h 14m 54s,6/30/2014 19:01,Georgia & New Hampshire Ave NW,31400,6/30/2014 19:16,Massachusetts Ave & Dupont Circle NW,31200,W20659,Registered
0h 14m 43s,6/30/2014 19:01,4th & E St SW,31244,6/30/2014 19:16,11th & H St NE,31614,W20907,Registered
0h 5m 37s,6/30/2014 19:01,3rd St & Pennsylvania Ave SE,31269,6/30/2014 19:07,3rd & Tingey St SE,31634,W00806,Registered
0h 9m 33s,6/30/2014 19:01,14th & G St NW,31238,6/30/2014 19:11,Jefferson Memorial,31249,W21268,Registered
0h 7m 10s,6/30/2014 19:01,18th St & Wyoming Ave NW,31114,6/30/2014 19:09,13th & U St NW,31268,W00231,Registered
0h 59m 28s,6/30/2014 19:01,8th & D St NW,31270,6/30/2014 20:01,Jefferson Dr & 14th St SW,31247,W20060,Casual
0h 7m 43s,6/30/2014 19:02,Barton St & 10th St N,31050,6/30/2014 19:09,Clarendon Metro / Wilson Blvd & N Highland St,31022,w00461,Registered
0h 59m 19s,6/30/2014 19:02,8th & D St NW,31270,6/30/2014 20:01,Jefferson Dr & 14th St SW,31247,W20871,Casual
0h 31m 52s,6/30/2014 19:02,Massachusetts Ave & Dupont Circle NW,31200,6/30/2014 19:34,M St & Pennsylvania Ave NW,31246,W00037,Casual
0h 2m 38s,6/30/2014 19:02,Eastern Market / 7th & North Carolina Ave SE,31610,6/30/2014 19:04,8th & East Capitol St NE,31629,W20894,Registered
0h 8m 39s,6/30/2014 19:02,19th St & Pennsylvania Ave NW,31100,6/30/2014 19:10,Lincoln Memorial,31258,W21429,Registered
0h 2m 9s,6/30/2014 19:02,18th St & Wyoming Ave NW,31114,6/30/2014 19:04,Columbia Rd & Belmont St NW,31113,W20109,Registered
0h 8m 58s,6/30/2014 19:02,4th & M St SW,31108,6/30/2014 19:11,M St & New Jersey Ave SE,31208,W20580,Registered
0h 23m 45s,6/30/2014 19:02,21st St & Constitution Ave NW,31261,6/30/2014 19:26,Metro Center / 12th & G St NW,31230,W00471,Casual
0h 5m 38s,6/30/2014 19:02,3rd & G St SE,31625,6/30/2014 19:08,Eastern Market / 7th & North Carolina Ave SE,31610,W20173,Registered
0h 6m 37s,6/30/2014 19:02,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,6/30/2014 19:09,Lincoln Park / 13th & East Capitol St NE ,31619,W21604,Registered
0h 10m 54s,6/30/2014 19:02,Connecticut Ave & Tilden St NW,31313,6/30/2014 19:13,3000 Connecticut Ave NW / National Zoo,31307,W20087,Registered
0h 24m 42s,6/30/2014 19:02,22nd & I St NW / Foggy Bottom,31257,6/30/2014 19:27,Columbia Pike & S Orme St,31066,W20591,Registered
0h 13m 54s,6/30/2014 19:02,14th & D St NW / Ronald Reagan Building,31231,6/30/2014 19:16,15th & P St NW,31201,W20389,Registered
0h 9m 5s,6/30/2014 19:02,12th & Newton St NE,31501,6/30/2014 19:12,18th St & Rhode Island Ave NE,31510,W00937,Registered
0h 21m 20s,6/30/2014 19:03,M St & Pennsylvania Ave NW,31246,6/30/2014 19:24,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,31015,W00454,Casual
0h 21m 25s,6/30/2014 19:03,17th & K St NW,31213,6/30/2014 19:24,6th & H St NE,31615,W20854,Registered
0h 14m 3s,6/30/2014 19:03,Smithsonian / Jefferson Dr & 12th St SW,31248,6/30/2014 19:17,3rd St & Pennsylvania Ave SE,31269,W21041,Registered
0h 9m 52s,6/30/2014 19:03,13th & U St NW,31268,6/30/2014 19:13,Eckington Pl & Q St NE,31505,W20271,Registered
0h 5m 38s,6/30/2014 19:03,11th & M St NW,31266,6/30/2014 19:08,14th & R St NW,31202,W20859,Registered
0h 9m 32s,6/30/2014 19:03,Jefferson Dr & 14th St SW,31247,6/30/2014 19:12,Lincoln Memorial,31258,W00093,Casual
0h 8m 25s,6/30/2014 19:03,12th & L St NW,31251,6/30/2014 19:11,17th & Corcoran St NW,31214,W00695,Registered
0h 5m 56s,6/30/2014 19:03,11th & Kenyon St NW,31102,6/30/2014 19:09,Lamont & Mt Pleasant NW,31107,W21129,Registered
0h 5m 24s,6/30/2014 19:03,14th & V St NW,31101,6/30/2014 19:08,15th & P St NW,31201,W21624,Registered
0h 2m 12s,6/30/2014 19:03,Lincoln Memorial,31258,6/30/2014 19:05,21st St & Constitution Ave NW,31261,W00391,Registered
0h 30m 50s,6/30/2014 19:03,Massachusetts Ave & Dupont Circle NW,31200,6/30/2014 19:34,M St & Pennsylvania Ave NW,31246,W20404,Casual
0h 6m 12s,6/30/2014 19:03,North Capitol St & F St NW,31624,6/30/2014 19:09,Convention Center / 7th & M St NW,31223,W20142,Registered
0h 11m 29s,6/30/2014 19:03,21st & I St NW,31205,6/30/2014 19:15,18th St & Wyoming Ave NW,31114,W21452,Registered
0h 30m 28s,6/30/2014 19:03,Massachusetts Ave & Dupont Circle NW,31200,6/30/2014 19:34,M St & Pennsylvania Ave NW,31246,W21453,Casual
0h 9m 3s,6/30/2014 19:03,Massachusetts Ave & Dupont Circle NW,31200,6/30/2014 19:12,17th St & Massachusetts Ave NW,31267,W20397,Casual
0h 3m 52s,6/30/2014 19:03,16th & Harvard St NW,31103,6/30/2014 19:07,Park Rd & Holmead Pl NW,31602,W01097,Registered
0h 7m 14s,6/30/2014 19:03,George Mason Dr & Wilson Blvd,31036,6/30/2014 19:10,Ballston Metro / N Stuart & 9th St N,31037,W01071,Registered
0h 8m 33s,6/30/2014 19:03,Bethesda Metro,32048,6/30/2014 19:12,Offutt Ln & Chevy Chase Dr,32029,W01162,Registered
0h 4m 1s,6/30/2014 19:03,26th & S Clark St,31012,6/30/2014 19:07,Crystal City Metro / 18th & Bell St,31007,W21594,Registered
0h 18m 25s,6/30/2014 19:03,Massachusetts Ave & Dupont Circle NW,31200,6/30/2014 19:22,7th & R St NW / Shaw Library,31245,W21118,Registered
0h 7m 43s,6/30/2014 19:03,Potomac & Pennsylvania Ave SE,31606,6/30/2014 19:11,Potomac & Pennsylvania Ave SE,31606,W21333,Registered
0h 9m 43s,6/30/2014 19:03,8th & H St NW,31228,6/30/2014 19:13,3rd & H St NE,31616,W00125,Registered
0h 48m 33s,6/30/2014 19:03,14th & Belmont St NW,31119,6/30/2014 19:52,14th & Belmont St NW,31119,W20017,Casual
0h 10m 47s,6/30/2014 19:03,5th & F St NW,31620,6/30/2014 19:14,Smithsonian / Jefferson Dr & 12th St SW,31248,W00132,Casual
0h 5m 5s,6/30/2014 19:03,7th & F St NW / National Portrait Gallery,31232,6/30/2014 19:09,North Capitol St & F St NW,31624,W00144,Registered
0h 10m 55s,6/30/2014 19:04,5th & F St NW,31620,6/30/2014 19:14,Smithsonian / Jefferson Dr & 12th St SW,31248,W01231,Casual
0h 7m 50s,6/30/2014 19:04,14th & V St NW,31101,6/30/2014 19:11,Park Rd & Holmead Pl NW,31602,W01302,Registered
0h 24m 51s,6/30/2014 19:04,21st & I St NW,31205,6/30/2014 19:28,14th & D St SE,31607,W20209,Registered
0h 6m 43s,6/30/2014 19:04,3rd & H St NE,31616,6/30/2014 19:10,North Capitol St & F St NW,31624,W20131,Registered
0h 8m 33s,6/30/2014 19:04,Massachusetts Ave & Dupont Circle NW,31200,6/30/2014 19:12,17th St & Massachusetts Ave NW,31267,W00706,Casual
0h 4m 7s,6/30/2014 19:04,20th St & Virginia Ave NW,31259,6/30/2014 19:08,20th & E St NW,31204,W21243,Registered
0h 14m 59s,6/30/2014 19:04,5th & K St NW,31600,6/30/2014 19:19,3rd & Elm St NW,31118,W00935,Registered
0h 7m 24s,6/30/2014 19:04,L'Enfant Plaza / 7th & C St SW,31218,6/30/2014 19:11,Hains Point/Buckeye & Ohio Dr SW,31273,W20532,Registered
0h 5m 2s,6/30/2014 19:04,8th & Eye St SE / Barracks Row,31608,6/30/2014 19:09,M St & New Jersey Ave SE,31208,W20506,Registered
0h 7m 23s,6/30/2014 19:04,15th & P St NW,31201,6/30/2014 19:11,14th & Belmont St NW,31119,W21334,Registered
0h 4m 45s,6/30/2014 19:04,Columbus Circle / Union Station,31623,6/30/2014 19:09,D St & Maryland Ave NE,31612,W21656,Registered
0h 15m 38s,6/30/2014 19:04,Park Rd & Holmead Pl NW,31602,6/30/2014 19:20,13th & U St NW,31268,W21076,Registered
0h 6m 13s,6/30/2014 19:04,Clarendon Blvd & N Fillmore St,31021,6/30/2014 19:10,15th & N Scott St,31031,W21332,Registered
0h 39m 27s,6/30/2014 19:04,3rd & H St NE,31616,6/30/2014 19:44,25th St & Pennsylvania Ave NW,31237,W21670,Registered
0h 8m 48s,6/30/2014 19:04,3rd & D St SE,31605,6/30/2014 19:13,3rd & H St NE,31616,W00467,Registered
0h 7m 15s,6/30/2014 19:04,21st & M St NW,31212,6/30/2014 19:12,New Hampshire Ave & T St NW,31229,W00854,Registered
0h 20m 33s,6/30/2014 19:04,11th & M St NW,31266,6/30/2014 19:25,Massachusetts Ave & Dupont Circle NW,31200,W20294,Registered
0h 3m 30s,6/30/2014 19:05,King Farm Blvd & Pleasant Dr,32037,6/30/2014 19:08,Shady Grove Metro West,32045,W20178,Casual
0h 4m 34s,6/30/2014 19:05,14th & D St SE,31607,6/30/2014 19:09,15th St & Massachusetts Ave SE,31626,W01351,Registered
0h 14m 7s,6/30/2014 19:05,M St & Delaware Ave NE,31627,6/30/2014 19:19,10th & Florida Ave NW,31120,W20001,Registered
0h 5m 21s,6/30/2014 19:05,27th & Crystal Dr,31009,6/30/2014 19:10,Crystal City Metro / 18th & Bell St,31007,W00367,Registered
1h 31m 27s,6/30/2014 19:05,4th & M St SW,31108,6/30/2014 20:37,1st & N St  SE,31209,W21712,Casual
0h 7m 27s,6/30/2014 19:05,20th & O St NW / Dupont South,31234,6/30/2014 19:13,14th & R St NW,31202,W20982,Registered
0h 10m 28s,6/30/2014 19:05,Florida Ave & R St NW,31503,6/30/2014 19:16,8th & H St NW,31228,W20008,Registered
1h 8m 5s,6/30/2014 19:05,Smithsonian / Jefferson Dr & 12th St SW,31248,6/30/2014 20:13,4th & E St SW,31244,W20414,Casual
0h 6m 39s,6/30/2014 19:05,Hains Point/Buckeye & Ohio Dr SW,31273,6/30/2014 19:12,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31240,W01292,Registered
0h 9m 34s,6/30/2014 19:05,21st St & Constitution Ave NW,31261,6/30/2014 19:15,12th & L St NW,31251,W20392,Registered
0h 0m 3s,6/30/2014 19:05,17th & Corcoran St NW,31214,6/30/2014 19:06,17th & Corcoran St NW,31214,W21353,Registered
0h 20m 2s,6/30/2014 19:06,M St & Pennsylvania Ave NW,31246,6/30/2014 19:26,10th & Florida Ave NW,31120,W00623,Registered
0h 6m 6s,6/30/2014 19:06,23rd & Eads St,31013,6/30/2014 19:12,15th & Crystal Dr,31003,W20433,Casual
1h 8m 7s,6/30/2014 19:06,Smithsonian / Jefferson Dr & 12th St SW,31248,6/30/2014 20:14,4th & E St SW,31244,W01013,Casual
0h 10m 38s,6/30/2014 19:06,1st & Rhode Island Ave NW,31506,6/30/2014 19:16,17th & Corcoran St NW,31214,W01072,Registered
1h 30m 33s,6/30/2014 19:06,4th & M St SW,31108,6/30/2014 20:36,1st & N St  SE,31209,W01107,Casual
0h 24m 20s,6/30/2014 19:06,7th & F St NW / National Portrait Gallery,31232,6/30/2014 19:30,15th & P St NW,31201,W01263,Registered
0h 18m 8s,6/30/2014 19:06,Thomas Circle,31241,6/30/2014 19:24,Lincoln Park / 13th & East Capitol St NE ,31619,W21230,Registered
0h 7m 28s,6/30/2014 19:06,15th & Euclid St  NW,31117,6/30/2014 19:14,New Hampshire Ave & T St NW,31229,W20081,Registered
0h 9m 34s,6/30/2014 19:06,18th & M St NW,31221,6/30/2014 19:16,25th St & Pennsylvania Ave NW,31237,W20528,Registered
0h 10m 40s,6/30/2014 19:06,14th & Belmont St NW,31119,6/30/2014 19:17,18th & M St NW,31221,W20921,Registered
0h 17m 11s,6/30/2014 19:06,Hains Point/Buckeye & Ohio Dr SW,31273,6/30/2014 19:23,3rd St & Pennsylvania Ave SE,31269,W21683,Registered
0h 8m 4s,6/30/2014 19:06,4th & East Capitol St NE,31618,6/30/2014 19:14,1st & N St  SE,31209,W00102,Registered
0h 9m 48s,6/30/2014 19:06,Thomas Circle,31241,6/30/2014 19:16,8th & H St NW,31228,W21593,Casual
